"Model","AUPRC","Site"
"Central",0.919326151572479,1
"Site1_Local",0.955087280080487,1
"Site2_Local",0.910152686774127,1
"Site3_Local",0.912544750223786,1
"DAC",0.920031388233831,1
"Meta",0.920714300007616,1
"SHIR",0.916563737235429,1
"fedavg",0.923385511410733,1
"Qfedavg",0.953354070385585,1
"fedavgM",0.924059707662955,1
"coef_fedprox_lr0.01_drop0_mu0",0.913948483615554,1
"Central",0.927187452303897,2
"Site1_Local",0.906316689192333,2
"Site2_Local",0.937695093376326,2
"Site3_Local",0.929144940762344,2
"DAC",0.926996496042566,2
"Meta",0.931611016219278,2
"SHIR",0.92990159232472,2
"fedavg",0.937047845602915,2
"Qfedavg",0.926228549910029,2
"fedavgM",0.936972124732999,2
"coef_fedprox_lr0.01_drop0_mu0",0.93010064805189,2
"Central",0.909824797146374,3
"Site1_Local",0.889751857744896,3
"Site2_Local",0.909953399229735,3
"Site3_Local",0.92003523411847,3
"DAC",0.91157634300961,3
"Meta",0.916939695959258,3
"SHIR",0.909267699325678,3
"fedavg",0.912572889208641,3
"Qfedavg",0.899309664401648,3
"fedavgM",0.912621287005466,3
"coef_fedprox_lr0.01_drop0_mu0",0.905042748150952,3
