"vars","p.value","z","V2_better","site"
"Site1_Local","1.6035140062004e-06","-4.65709479466837",FALSE,1
"Site2_Local","0.994167103772503","2.52209582488847",FALSE,1
"Site3_Local","0.955563037475429","1.70136790008709",FALSE,1
"DAC","0.396882370941601","-0.261425049390708",FALSE,1
"Meta","0.522689891492611","0.0569058214105198",FALSE,1
"SHIR","0.852717622121226","1.04816030505394",FALSE,1
"fedavg","0.2315857898282","-0.733634415922759",FALSE,1
"Qfedavg","1.29715034575588e-08","-5.56682004463132",FALSE,1
"fedavgM","0.196270886517456","-0.85501693406334",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.986569829658573","2.213541423281",FALSE,1
"Site1_Local","0.999801805812199","3.54247674208991",FALSE,2
"Site2_Local","0.00790872741740692","-2.41310056002734",TRUE,2
"Site3_Local","0.86481310141163","1.10220215074104",FALSE,2
"DAC","0.636397589827638","0.348846142192471",FALSE,2
"Meta","0.469770272446451","-0.0758473498067734",FALSE,2
"SHIR","0.806626202799004","0.865530661549965",FALSE,2
"fedavg","0.00011582782819888","-3.68173111671691",TRUE,2
"Qfedavg","0.876091399391717","1.15566746430323",FALSE,2
"fedavgM","0.000140983698430086","-3.63132722577253",TRUE,2
"coef_fedprox_lr0.01_drop0_mu0","0.326387356829146","-0.449910864095888",FALSE,2
"Site1_Local","0.999999996039114","5.77011443682151",FALSE,3
"Site2_Local","0.744531644558712","0.657379840361822",FALSE,3
"Site3_Local","0.000103840882355526","-3.7094843851656",TRUE,3
"DAC","0.00922415096639412","-2.35649528325292",TRUE,3
"Meta","0.00276056431667529","-2.77494357217821",TRUE,3
"SHIR","0.614033555613124","0.289847523987477",FALSE,3
"fedavg","0.219685205063174","-0.773256811314975",FALSE,3
"Qfedavg","0.999951084681035","3.89591018990056",FALSE,3
"fedavgM","0.231278017047602","-0.734644491773784",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.999889263592188","3.69317349239192",FALSE,3
