"","x"
"1",0.43700687510867
"2",-1.94930470350537
"3",0.948944044843405
"4",0.664754933402912
"5",0.334492321087084
"6",0.184927557647621
"7",0.0450455506599664
"8",0
"9",0
"10",-0.045481880130714
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",-0.00609521419608316
"22",-0.00114348174198299
"23",0
"24",0
"25",-0.0230317362104867
"26",0
"27",0.00358015599578363
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",-0.00914922111700625
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0.0319359371884584
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0.0230573741630583
"51",-0.00403597640017884
"52",0
"53",0
"54",0
"55",0
"56",-0.030058022089761
"57",0
"58",0
"59",0
"60",-0.00230136271645973
"61",0
"62",0
"63",0
"64",0.0134468647152535
"65",-0.0105456850691417
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",-0.0186065931788101
"74",0
"75",0
"76",0
"77",0
"78",0.0014490808824827
"79",0
"80",0
"81",0.0287192333569212
"82",0
"83",-0.00508347418719116
"84",0
"85",0
"86",0.0309381344443619
"87",0
"88",0
"89",0
"90",-0.00810218630433603
"91",0
"92",0
"93",-0.0608491320250115
"94",-0.0619538468238767
"95",0
"96",-0.009349237688128
"97",0
"98",0
"99",0
"100",0
"101",0
