"Model","AUPRC","Site"
"Central",0.900580266962834,1
"Site1_Local",0.945924998642267,1
"Site2_Local",0.890216477108388,1
"Site3_Local",0.886990907243711,1
"DAC",0.898332262972908,1
"Meta",0.900794893588815,1
"SHIR",0.895237835433215,1
"fedavg",0.909696808515833,1
"Qfedavg",0.937249182605342,1
"fedavgM",0.91188482785049,1
"coef_fedprox_lr0.01_drop0_mu0",0.899450453943347,1
"Central",0.913887135893397,2
"Site1_Local",0.874121295628288,2
"Site2_Local",0.927654242133656,2
"Site3_Local",0.911654074350669,2
"DAC",0.912831703441291,2
"Meta",0.918754840476073,2
"SHIR",0.902907457613236,2
"fedavg",0.921943921503426,2
"Qfedavg",0.910450369343821,2
"fedavgM",0.921538074236825,2
"coef_fedprox_lr0.01_drop0_mu0",0.913072764493168,2
"Central",0.911191075187692,3
"Site1_Local",0.885062490986784,3
"Site2_Local",0.907441922994651,3
"Site3_Local",0.928529625398782,3
"DAC",0.912304052451472,3
"Meta",0.92340907259107,3
"SHIR",0.908238172684314,3
"fedavg",0.913183760339364,3
"Qfedavg",0.901469498866107,3
"fedavgM",0.912667503297423,3
"coef_fedprox_lr0.01_drop0_mu0",0.90402772984899,3
