"Model","AUPRC","Site"
"Central",0.915868638086821,1
"Site1_Local",0.919958919615108,1
"Site2_Local",0.910840017309519,1
"Site3_Local",0.914414319147182,1
"Meta",0.91609442337138,1
"GLORE",0.915868638086821,1
"fedavg",0.916551598736125,1
"Qfedavg",0.918208147468933,1
"fedavgM",0.916551598736125,1
"coef_fedprox_lr0.01_drop0_mu0",0.915907123404161,1
"Central",0.900820905295401,2
"Site1_Local",0.899439590832645,2
"Site2_Local",0.905220472933842,2
"Site3_Local",0.90030145383745,2
"Meta",0.902719775516858,2
"GLORE",0.900820905295401,2
"fedavg",0.9012816235878,2
"Qfedavg",0.901555511656961,2
"fedavgM",0.9012816235878,2
"coef_fedprox_lr0.01_drop0_mu0",0.900806758354185,2
"Central",0.902648753601029,3
"Site1_Local",0.895270982481674,3
"Site2_Local",0.895582459173512,3
"Site3_Local",0.902756182928195,3
"Meta",0.901787200330365,3
"GLORE",0.902648753601029,3
"fedavg",0.902587115711151,3
"Qfedavg",0.902135889804792,3
"fedavgM",0.902587115711151,3
"coef_fedprox_lr0.01_drop0_mu0",0.902689431602336,3
