"Model","AUPRC","Site"
"Central",0.919247511345093,1
"Site1_Local",0.931458086680845,1
"Site2_Local",0.913027544326626,1
"Site3_Local",0.912598548425702,1
"DAC",0.919777847709921,1
"Meta",0.917857723444266,1
"SHIR",0.917303230000829,1
"fedavg",0.941186557702747,1
"Qfedavg",0.96078599977567,1
"fedavgM",0.941252119780587,1
"coef_fedprox_lr0.01_drop0_mu0",0.917228503552065,1
"Central",0.904486736549841,2
"Site1_Local",0.884805568391436,2
"Site2_Local",0.923063214976329,2
"Site3_Local",0.899332839858992,2
"DAC",0.904163745134305,2
"Meta",0.906346201446429,2
"SHIR",0.899671947947541,2
"fedavg",0.899923336712197,2
"Qfedavg",0.89335605178627,2
"fedavgM",0.899967024884202,2
"coef_fedprox_lr0.01_drop0_mu0",0.900864748289956,2
"Central",0.916564516217691,3
"Site1_Local",0.90362077726944,3
"Site2_Local",0.912262494971697,3
"Site3_Local",0.922815803644514,3
"DAC",0.918223859821098,3
"Meta",0.920282448095345,3
"SHIR",0.914433419588801,3
"fedavg",0.919313703840833,3
"Qfedavg",0.908863698933031,3
"fedavgM",0.919279216611356,3
"coef_fedprox_lr0.01_drop0_mu0",0.914602831157031,3
