"Model","AUPRC","Site"
"Central",0.929327441072177,1
"Site1_Local",0.933794112885038,1
"Site2_Local",0.92614694070248,1
"Site3_Local",0.923884093739916,1
"Meta",0.927284030747999,1
"GLORE",0.929327441072177,1
"fedavg",0.928367195174663,1
"Qfedavg",0.929734030802941,1
"fedavgM",0.928571864975608,1
"coef_fedprox_lr0.01_drop0_mu0",0.929365944050636,1
"Central",0.915899009656979,2
"Site1_Local",0.912542372333671,2
"Site2_Local",0.921025560156452,2
"Site3_Local",0.914508473956414,2
"Meta",0.917669151913271,2
"GLORE",0.915899009656979,2
"fedavg",0.91683552499414,2
"Qfedavg",0.917669225548283,2
"fedavgM",0.91800590500322,2
"coef_fedprox_lr0.01_drop0_mu0",0.915834388906011,2
"Central",0.909308110667635,3
"Site1_Local",0.904166306675836,3
"Site2_Local",0.90624678250579,3
"Site3_Local",0.911298049036321,3
"Meta",0.91035859918983,3
"GLORE",0.909308110667635,3
"fedavg",0.909749295372317,3
"Qfedavg",0.909692691681101,3
"fedavgM",0.909861738711595,3
"coef_fedprox_lr0.01_drop0_mu0",0.909326226084292,3
