"Model","AUPRC","Site"
"Central",0.921913066849871,1
"Site1_Local",0.926425922312314,1
"Site2_Local",0.921526902939034,1
"Site3_Local",0.921597772427081,1
"Meta",0.924106158896977,1
"GLORE",0.921913066849871,1
"fedavg",0.922768190815303,1
"Qfedavg",0.923557935660991,1
"fedavgM",0.922768190815303,1
"coef_fedprox_lr0.01_drop0_mu0",0.92199965636688,1
"Central",0.909024922031901,2
"Site1_Local",0.89994201800136,2
"Site2_Local",0.910996399775111,2
"Site3_Local",0.908727307653531,2
"Meta",0.910193650848364,2
"GLORE",0.909024922031901,2
"fedavg",0.909671201727845,2
"Qfedavg",0.909943651475539,2
"fedavgM",0.909677405740355,2
"coef_fedprox_lr0.01_drop0_mu0",0.909011134065507,2
"Central",0.905222561474619,3
"Site1_Local",0.895042706783124,3
"Site2_Local",0.903894952846133,3
"Site3_Local",0.906482680498985,3
"Meta",0.905700375948102,3
"GLORE",0.905222561474619,3
"fedavg",0.905896447884504,3
"Qfedavg",0.905442272996386,3
"fedavgM",0.905889283825003,3
"coef_fedprox_lr0.01_drop0_mu0",0.905200731455993,3
