"","x"
"1",1.06675250628876
"2",-1.40771000998959
"3",0.386710111133425
"4",0.4077245863116
"5",0
"6",0
"7",0
"8",0.051310292978728
"9",0
"10",0
"11",0
"12",0.0302397095812815
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",-0.0369578571460924
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0.0203907216247113
"38",0
"39",0
"40",0
"41",0
"42",0.0956051133881189
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0.0834504488607151
"69",0.0295839894198588
"70",-0.0603137681881353
"71",0
"72",-0.0577980636978905
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",-0.0554114691750284
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",-0.0563871135792487
"87",0
"88",0
"89",0
"90",0
"91",0.0462319712484689
"92",0
"93",0
"94",0
"95",0
"96",-0.00831891435012211
"97",0
"98",0
"99",0
"100",0
"101",0
