"Model","AUPRC","Site"
"Central",0.911596243101368,1
"Site1_Local",0.907054073086484,1
"Site2_Local",0.901818122464323,1
"Site3_Local",0.908865911198625,1
"DAC",0.912700014069017,1
"Meta",0.909483917317147,1
"SHIR",0.913242439811336,1
"fedavg",0.919699361355617,1
"Qfedavg",0.93460109340386,1
"fedavgM",0.919763478738843,1
"coef_fedprox_lr0.01_drop0_mu0",0.905233932542001,1
"Central",0.919408683813492,2
"Site1_Local",0.896088549393049,2
"Site2_Local",0.937266885967545,2
"Site3_Local",0.917303893875254,2
"DAC",0.918224857145614,2
"Meta",0.925642341078528,2
"SHIR",0.915160492960369,2
"fedavg",0.923182602003112,2
"Qfedavg",0.922415173151629,2
"fedavgM",0.923405731878181,2
"coef_fedprox_lr0.01_drop0_mu0",0.915669273322884,2
"Central",0.904530924774704,3
"Site1_Local",0.879970467017199,3
"Site2_Local",0.89740152482998,3
"Site3_Local",0.912089861540592,3
"DAC",0.903700619157516,3
"Meta",0.908541559630124,3
"SHIR",0.901397063107773,3
"fedavg",0.911533184000582,3
"Qfedavg",0.907611522292964,3
"fedavgM",0.91165001946653,3
"coef_fedprox_lr0.01_drop0_mu0",0.90303026563798,3
