"vars","p.value","z","V2_better","site"
"Site1_Local","0.14540267104924","-1.05635656513924",FALSE,1
"Site2_Local","0.744762046882182","0.658096840060772",FALSE,1
"Site3_Local","0.606759463619663","0.27088293192785",FALSE,1
"Meta","0.385055180773924","-0.292230541512004",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.603069944503098","0.261301368912097",FALSE,1
"Qfedavg","0.264752230459599","-0.628762641909409",FALSE,1
"fedavgM","0.603069944503098","0.261301368912097",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.552979039767681","0.133191515815127",FALSE,1
"Site1_Local","0.966981543342091","1.83817302512355",FALSE,2
"Site2_Local","0.159302027522579","-0.99733062128807",FALSE,2
"Site3_Local","0.962153439351385","1.77624149684391",FALSE,2
"Meta","0.777236432287911","0.762893127070992",FALSE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.484758356940167","-0.0382144324374024",FALSE,2
"Qfedavg","0.699222564537643","0.52216583575067",FALSE,2
"fedavgM","0.484758356940167","-0.0382144324374024",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.235227196435869","-0.721739921351469",FALSE,2
"Site1_Local","0.934158739484779","1.50750008907391",FALSE,3
"Site2_Local","0.94135875050591","1.56628248744217",FALSE,3
"Site3_Local","0.0514500885160895","-1.63095328484713",FALSE,3
"Meta","0.0214413260434083","-2.02485113913423",TRUE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.0102997768443357","-2.31524452729019",TRUE,3
"Qfedavg","0.0689348987388077","-1.48377056891742",FALSE,3
"fedavgM","0.0102997768443357","-2.31524452729019",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.171727814941593","-0.947359482822026",FALSE,3
