"Model","AUPRC","Site"
"Central",0.899475559908808,1
"Site1_Local",0.898566277301719,1
"Site2_Local",0.895044371471823,1
"Site3_Local",0.899086410761428,1
"Meta",0.899267113432661,1
"GLORE",0.899475559908808,1
"fedavg",0.898846230956304,1
"Qfedavg",0.899560367064648,1
"fedavgM",0.898846230956304,1
"coef_fedprox_lr0.01_drop0_mu0",0.899358057578928,1
"Central",0.890431334941567,2
"Site1_Local",0.88459483558704,2
"Site2_Local",0.892378234550391,2
"Site3_Local",0.88823310765719,2
"Meta",0.890749389695123,2
"GLORE",0.890431334941567,2
"fedavg",0.891006469845802,2
"Qfedavg",0.890839258475442,2
"fedavgM",0.891006469845802,2
"coef_fedprox_lr0.01_drop0_mu0",0.890554403018744,2
"Central",0.910245732671053,3
"Site1_Local",0.907366710044093,3
"Site2_Local",0.909112084400674,3
"Site3_Local",0.911211464490673,3
"Meta",0.911201744262026,3
"GLORE",0.910245732671053,3
"fedavg",0.910630125354176,3
"Qfedavg",0.910627812905896,3
"fedavgM",0.910630125354176,3
"coef_fedprox_lr0.01_drop0_mu0",0.910302767416066,3
