"Model","AUPRC","Site"
"Central",0.955298285040755,1
"Site1_Local",0.968188089685941,1
"Site2_Local",0.942401303466002,1
"Site3_Local",0.956100853241982,1
"DAC",0.955301781045442,1
"Meta",0.957594130566999,1
"SHIR",0.953513021569413,1
"fedavg",0.972396013774256,1
"Qfedavg",0.976640842380697,1
"fedavgM",0.972604365007155,1
"coef_fedprox_lr0.01_drop0_mu0",0.952589513233573,1
"Central",0.900762030862753,2
"Site1_Local",0.893181831997575,2
"Site2_Local",0.928589271863834,2
"Site3_Local",0.890438414036598,2
"DAC",0.900436097423459,2
"Meta",0.906487365035056,2
"SHIR",0.894922450315996,2
"fedavg",0.899239197179771,2
"Qfedavg",0.902604417834955,2
"fedavgM",0.896471917565738,2
"coef_fedprox_lr0.01_drop0_mu0",0.898244131059482,2
"Central",0.91657789256377,3
"Site1_Local",0.913925965529023,3
"Site2_Local",0.904135006633779,3
"Site3_Local",0.924629344576865,3
"DAC",0.916874507654396,3
"Meta",0.92062756669192,3
"SHIR",0.915057517215928,3
"fedavg",0.912881863826969,3
"Qfedavg",0.913627836184428,3
"fedavgM",0.918562212143697,3
"coef_fedprox_lr0.01_drop0_mu0",0.915234255761209,3
