"Model","AUPRC","Site"
"Central",0.949517354918454,1
"Site1_Local",0.951758187990866,1
"Site2_Local",0.945233184525923,1
"Site3_Local",0.945135597599691,1
"Meta",0.946837868492277,1
"GLORE",0.949517354918454,1
"fedavg",0.948927408533349,1
"Qfedavg",0.94944875405382,1
"fedavgM",0.948927408533349,1
"coef_fedprox_lr0.01_drop0_mu0",0.949264445828343,1
"Central",0.924268493719907,2
"Site1_Local",0.921549920447468,2
"Site2_Local",0.924280698096695,2
"Site3_Local",0.924170973362207,2
"Meta",0.924947061116429,2
"GLORE",0.924268493719907,2
"fedavg",0.924410297814946,2
"Qfedavg",0.924506560582399,2
"fedavgM",0.924433271439233,2
"coef_fedprox_lr0.01_drop0_mu0",0.924141330793235,2
"Central",0.914187149079811,3
"Site1_Local",0.913139617439015,3
"Site2_Local",0.914760725522046,3
"Site3_Local",0.916203349159914,3
"Meta",0.916103073822371,3
"GLORE",0.914187149079811,3
"fedavg",0.914819665157998,3
"Qfedavg",0.91509367771117,3
"fedavgM",0.914808792024836,3
"coef_fedprox_lr0.01_drop0_mu0",0.914117742548175,3
