"Model","AUPRC","Site"
"Central",0.932213859439073,1
"Site1_Local",0.966852996457052,1
"Site2_Local",0.930622850143888,1
"Site3_Local",0.922717477806454,1
"DAC",0.930397341870505,1
"Meta",0.935228956385981,1
"SHIR",0.92912190684104,1
"fedavg",0.942129654826552,1
"Qfedavg",0.96503597854567,1
"fedavgM",0.944642279017906,1
"coef_fedprox_lr0.01_drop0_mu0",0.925709968976425,1
"Central",0.903963552017569,2
"Site1_Local",0.885515501660627,2
"Site2_Local",0.910846659757036,2
"Site3_Local",0.898943041244559,2
"DAC",0.90365721080632,2
"Meta",0.905024632178533,2
"SHIR",0.900594438768149,2
"fedavg",0.906576431431921,2
"Qfedavg",0.904632781891959,2
"fedavgM",0.905725033411104,2
"coef_fedprox_lr0.01_drop0_mu0",0.895411487436613,2
"Central",0.904977659837751,3
"Site1_Local",0.88397384607503,3
"Site2_Local",0.89964439562406,3
"Site3_Local",0.910741116266664,3
"DAC",0.906068923913381,3
"Meta",0.907515978060723,3
"SHIR",0.904827972438231,3
"fedavg",0.906852916496852,3
"Qfedavg",0.895382990906419,3
"fedavgM",0.905500784480188,3
"coef_fedprox_lr0.01_drop0_mu0",0.898352930550463,3
