"Model","AUPRC","Site"
"Central",0.911726187609838,1
"Site1_Local",0.93734702950314,1
"Site2_Local",0.907340260046687,1
"Site3_Local",0.911773484041285,1
"DAC",0.911803107016801,1
"Meta",0.917733340547203,1
"SHIR",0.909210498376733,1
"fedavg",0.921323852597313,1
"Qfedavg",0.948123601683787,1
"fedavgM",0.920991353439685,1
"coef_fedprox_lr0.01_drop0_mu0",0.905972714250223,1
"Central",0.921510611567047,2
"Site1_Local",0.903975349815129,2
"Site2_Local",0.940249696196408,2
"Site3_Local",0.921065358304516,2
"DAC",0.9221972447955,2
"Meta",0.928426654627113,2
"SHIR",0.916658707151816,2
"fedavg",0.926032041816565,2
"Qfedavg",0.926082121900412,2
"fedavgM",0.926751734447755,2
"coef_fedprox_lr0.01_drop0_mu0",0.915506051919708,2
"Central",0.903817654396366,3
"Site1_Local",0.888378745833529,3
"Site2_Local",0.893619487866184,3
"Site3_Local",0.909446062884065,3
"DAC",0.903362975223871,3
"Meta",0.905855685224246,3
"SHIR",0.90071417951364,3
"fedavg",0.907178343922313,3
"Qfedavg",0.895780301329245,3
"fedavgM",0.907185134092046,3
"coef_fedprox_lr0.01_drop0_mu0",0.898387461317069,3
