"Model","AUPRC","Site"
"Central",0.911609169416567,1
"Site1_Local",0.916879023481804,1
"Site2_Local",0.912209253543235,1
"Site3_Local",0.912170043555094,1
"Meta",0.913679196005682,1
"GLORE",0.911609169416567,1
"fedavg",0.91281057425098,1
"Qfedavg",0.913470081259017,1
"fedavgM",0.91281057425098,1
"coef_fedprox_lr0.01_drop0_mu0",0.911674321710573,1
"Central",0.907054186872724,2
"Site1_Local",0.905722411922763,2
"Site2_Local",0.909234895553686,2
"Site3_Local",0.90635647148891,2
"Meta",0.908151435883682,2
"GLORE",0.907054186872724,2
"fedavg",0.907830412061248,2
"Qfedavg",0.907874757306608,2
"fedavgM",0.90781900921634,2
"coef_fedprox_lr0.01_drop0_mu0",0.907066975438155,2
"Central",0.906970966959361,3
"Site1_Local",0.905596041796342,3
"Site2_Local",0.90480920654254,3
"Site3_Local",0.908315832966268,3
"Meta",0.907754419630975,3
"GLORE",0.906970966959361,3
"fedavg",0.907461951537388,3
"Qfedavg",0.907377566577491,3
"fedavgM",0.907480360995068,3
"coef_fedprox_lr0.01_drop0_mu0",0.907008330415185,3
