"Model","AUPRC","Site"
"Central",0.935082020297609,1
"Site1_Local",0.953933521618724,1
"Site2_Local",0.93078657790578,1
"Site3_Local",0.928054066687059,1
"DAC",0.934270243344422,1
"Meta",0.937338973628407,1
"SHIR",0.927275717108392,1
"fedavg",0.947191073638684,1
"Qfedavg",0.969668891563864,1
"fedavgM",0.946778129718072,1
"coef_fedprox_lr0.01_drop0_mu0",0.933010864252184,1
"Central",0.886788498350318,2
"Site1_Local",0.886039264624562,2
"Site2_Local",0.91022644026089,2
"Site3_Local",0.889347562969225,2
"DAC",0.886529988935214,2
"Meta",0.897528705216829,2
"SHIR",0.882047894988332,2
"fedavg",0.897826598671435,2
"Qfedavg",0.899079299662279,2
"fedavgM",0.897533060146255,2
"coef_fedprox_lr0.01_drop0_mu0",0.881409536932518,2
"Central",0.916843599978508,3
"Site1_Local",0.907900678154792,3
"Site2_Local",0.911797207843244,3
"Site3_Local",0.926707481419886,3
"DAC",0.917286893400784,3
"Meta",0.923697678613233,3
"SHIR",0.913839669326464,3
"fedavg",0.916843816055424,3
"Qfedavg",0.902222764567208,3
"fedavgM",0.916370842503702,3
"coef_fedprox_lr0.01_drop0_mu0",0.910097699390367,3
