"vars","p.value","z","V2_better","site"
"Site1_Local","0.194663754971637","-0.860837569468348",FALSE,1
"Site2_Local","0.774455764710876","0.753601621187827",FALSE,1
"Site3_Local","0.928579523306543","1.46529315448547",FALSE,1
"Meta","0.724608184650544","0.596586284322515",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.593290501386781","0.236017620459904",FALSE,1
"Qfedavg","0.550271156479767","0.126346452542226",FALSE,1
"fedavgM","0.593290501386781","0.236017620459904",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.0786643982804192","-1.41411276220711",FALSE,1
"Site1_Local","0.949373679957937","1.63881093990837",FALSE,2
"Site2_Local","0.142541603022391","-1.06896995922322",FALSE,2
"Site3_Local","0.850665754153734","1.03929299504087",FALSE,2
"Meta","0.137544913329318","-1.09141611039773",FALSE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.155907997965194","-1.01141886469144",FALSE,2
"Qfedavg","0.0734293732442204","-1.45071676025989",FALSE,2
"fedavgM","0.16137167154262","-0.988836090903297",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.575496615527497","0.190385870429703",FALSE,2
"Site1_Local","0.999772162678236","3.50554431131749",FALSE,3
"Site2_Local","0.902827006154204","1.29782933261371",FALSE,3
"Site3_Local","0.142571144418943","-1.06883885279791",FALSE,3
"Meta","0.256689579082638","-0.653585081588279",FALSE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.13973567196317","-1.08150768530207",FALSE,3
"Qfedavg","0.279887867141165","-0.583174650380113",FALSE,3
"fedavgM","0.142297051533192","-1.07005599930666",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.323623001398873","-0.457591428440417",FALSE,3
