"Model","AUPRC","Site"
"Central",0.915461059456607,1
"Site1_Local",0.917910381820511,1
"Site2_Local",0.906429781762067,1
"Site3_Local",0.915892208665744,1
"Meta",0.914965105789008,1
"GLORE",0.915461059456607,1
"fedavg",0.915491405264741,1
"Qfedavg",0.915497667741739,1
"fedavgM",0.915307863319272,1
"coef_fedprox_lr0.01_drop0_mu0",0.915150021094858,1
"Central",0.924472335168194,2
"Site1_Local",0.920910957397618,2
"Site2_Local",0.92733316565867,2
"Site3_Local",0.923436188448499,2
"Meta",0.92537304634505,2
"GLORE",0.924472335168194,2
"fedavg",0.924894799548478,2
"Qfedavg",0.924624061150134,2
"fedavgM",0.92497449249254,2
"coef_fedprox_lr0.01_drop0_mu0",0.924604867525191,2
"Central",0.924718959528476,3
"Site1_Local",0.922089371902662,3
"Site2_Local",0.921641504152124,3
"Site3_Local",0.925828234572982,3
"Meta",0.925295201849156,3
"GLORE",0.924718959528476,3
"fedavg",0.925057589177512,3
"Qfedavg",0.924852083763104,3
"fedavgM",0.924730076781867,3
"coef_fedprox_lr0.01_drop0_mu0",0.924854099989774,3
