"vars","p.value","z","V2_better","site"
"Site1_Local","0.197445109227412","-0.850782439049977",FALSE,1
"Site2_Local","0.978540613518338","2.02449960124135",FALSE,1
"Site3_Local","0.804398519799391","0.857437828827463",FALSE,1
"Meta","0.762897421747163","0.715653780859299",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.760242468954578","0.707082738794702",FALSE,1
"Qfedavg","0.719240072780289","0.580585489171131",FALSE,1
"fedavgM","0.56552494232662","0.164992207711247",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.574060654970257","0.186721892735534",FALSE,1
"Site1_Local","0.987577432504835","2.24380213496036",FALSE,2
"Site2_Local","0.037358263635183","-1.78220058611149",TRUE,2
"Site3_Local","0.908377383550395","1.33082915346046",FALSE,2
"Meta","0.144828375886063","-1.05887491087841",FALSE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.0854427363174553","-1.36936415647133",FALSE,2
"Qfedavg","0.431118902035483","-0.17352624015805",FALSE,2
"fedavgM","0.0111309764450897","-2.28586849789389",TRUE,2
"coef_fedprox_lr0.01_drop0_mu0","0.164132537048153","-0.977614396921806",FALSE,2
"Site1_Local","0.938606785015072","1.54318279736507",FALSE,3
"Site2_Local","0.99468237743828","2.55446064634197",FALSE,3
"Site3_Local","0.0723875863289255","-1.45823720273404",FALSE,3
"Meta","0.180416037118909","-0.913780729398574",FALSE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.0468990424575582","-1.67569431009453",TRUE,3
"Qfedavg","0.235385588590277","-0.72122486263466",FALSE,3
"fedavgM","0.584828368156661","0.214261340595794",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.0968309854065339","-1.29982203685844",FALSE,3
