"Model","AUPRC","Site"
"Central",0.926168440486852,1
"Site1_Local",0.947020887351127,1
"Site2_Local",0.918541750955634,1
"Site3_Local",0.923819002099762,1
"DAC",0.925628537364098,1
"Meta",0.927323532549212,1
"SHIR",0.924081707793793,1
"fedavg",0.935466067913853,1
"Qfedavg",0.960741179915286,1
"fedavgM",0.935313351465406,1
"coef_fedprox_lr0.01_drop0_mu0",0.922546055058165,1
"Central",0.903209945997442,2
"Site1_Local",0.887627294279534,2
"Site2_Local",0.908809956301659,2
"Site3_Local",0.900164642597598,2
"DAC",0.901717417762397,2
"Meta",0.903962470380483,2
"SHIR",0.896813241649034,2
"fedavg",0.909162013660049,2
"Qfedavg",0.902525750734986,2
"fedavgM",0.909287848261447,2
"coef_fedprox_lr0.01_drop0_mu0",0.899761289956063,2
"Central",0.92250318220656,3
"Site1_Local",0.915048719259902,3
"Site2_Local",0.920859577648278,3
"Site3_Local",0.92508690147454,3
"DAC",0.923303531317741,3
"Meta",0.924793107434368,3
"SHIR",0.919262323022406,3
"fedavg",0.924987618770093,3
"Qfedavg",0.914760630531979,3
"fedavgM",0.92484503699229,3
"coef_fedprox_lr0.01_drop0_mu0",0.91815183140928,3
