"","x"
"1",0.578414805694134
"2",-1.61577336466363
"3",0.71771098282985
"4",0.602148635191102
"5",0.259495827906274
"6",0.0253259978514097
"7",0
"8",-0.0179648297378759
"9",0
"10",0
"11",0.0132622136095522
"12",0.0195547913211554
"13",0.0139551012216584
"14",0
"15",0
"16",-0.0133231796378102
"17",0.0177310744618844
"18",0
"19",0.0201345442004043
"20",0
"21",-0.0191854448346882
"22",-0.06092994137816
"23",0
"24",0
"25",0
"26",0
"27",0
"28",-0.000609253901320234
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0.000991575006253351
"38",0
"39",0
"40",-0.0272973425818309
"41",0
"42",0
"43",0
"44",0.00128347684586016
"45",0
"46",0
"47",-0.0035978633592257
"48",0
"49",-0.00411280060404494
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0.011294167023321
"58",0
"59",0
"60",0
"61",0
"62",-0.0252966101954189
"63",0
"64",0
"65",0
"66",0
"67",-0.00161257643919234
"68",0
"69",0
"70",0
"71",-0.000192680548273359
"72",0
"73",-0.0141368543015425
"74",0
"75",-0.00127468453316688
"76",-0.0377277084634571
"77",0
"78",0.0103317002929031
"79",-0.00604717680823466
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0.00233924946895191
"91",0
"92",0.00774324828470633
"93",0.0122904036560425
"94",0
"95",0.00874375225730341
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
