"","x"
"1",0.128583177254849
"2",-1.75572627034317
"3",1.05696836498181
"4",0.656510773880212
"5",0.381168050944229
"6",0
"7",0
"8",-0.0766429602952928
"9",-0.145808086446851
"10",0.0234539164643096
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",-0.0211041546591117
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0.0745762579913274
"29",0
"30",0.0581648677832566
"31",-0.0308729309862918
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0.0390448700764879
"48",-0.102701277146824
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",-0.159811419904142
"58",0
"59",0
"60",0
"61",0.00306277147377505
"62",0
"63",0
"64",0
"65",0.0122917121121568
"66",-0.146581961896385
"67",0
"68",0
"69",0
"70",0.0529582255090321
"71",0.0819664464951513
"72",0
"73",0
"74",0
"75",-0.0198813716838845
"76",-0.00173575006106452
"77",0.0164846765570765
"78",0
"79",0.0022948249782393
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0.002205351837023
"87",0
"88",0
"89",0.130387150201827
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",-0.0395711075704937
"97",0
"98",0.0554975716593883
"99",0
"100",0
"101",0
