"","x"
"1",0.220720850728698
"2",-1.76383916535147
"3",0.827691345538708
"4",0.653779529785427
"5",0.344198027112377
"6",0.130654574400753
"7",0.0677766748725964
"8",0
"9",0
"10",0.012050245905531
"11",0
"12",0
"13",0.0117022132622708
"14",0
"15",-0.000620667139474404
"16",-0.0271140260312209
"17",0
"18",-0.0137932022050733
"19",0
"20",0
"21",0
"22",0.000570663210162036
"23",0
"24",0
"25",0
"26",-0.0098687756102205
"27",-0.00659805829250348
"28",0
"29",-0.0167469345994293
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0.0184094987125423
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0.0213931932346323
"66",0.0230965523070616
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",-0.00206770281153358
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",-0.0222322118081563
"91",-0.0140191426365953
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
