"Model","AUPRC","Site"
"Central",0.892266314995256,1
"Site1_Local",0.909594904330535,1
"Site2_Local",0.895436570199606,1
"Site3_Local",0.895205031956312,1
"DAC",0.89740078546735,1
"Meta",0.901489538379102,1
"SHIR",0.896388133943121,1
"fedavg",0.900376901775452,1
"Qfedavg",0.942358846308799,1
"fedavgM",0.900525457235019,1
"coef_fedprox_lr0.01_drop0_mu0",0.886842637805333,1
"Central",0.931416261439326,2
"Site1_Local",0.919612276162793,2
"Site2_Local",0.936783563061534,2
"Site3_Local",0.931887980829038,2
"DAC",0.932920038868106,2
"Meta",0.933719153174421,2
"SHIR",0.931093064822813,2
"fedavg",0.936918835222302,2
"Qfedavg",0.928014495911796,2
"fedavgM",0.936930896374462,2
"coef_fedprox_lr0.01_drop0_mu0",0.928460666263167,2
"Central",0.904970433953742,3
"Site1_Local",0.888572821935032,3
"Site2_Local",0.903334958840751,3
"Site3_Local",0.91179831762329,3
"DAC",0.904585494917954,3
"Meta",0.908210669790875,3
"SHIR",0.901881040074513,3
"fedavg",0.911007129931982,3
"Qfedavg",0.902474375832071,3
"fedavgM",0.911117899927848,3
"coef_fedprox_lr0.01_drop0_mu0",0.904038873542628,3
