"vars","p.value","z","V2_better","site"
"Site1_Local","0.0171628077381864","-2.11622571127479",TRUE,1
"Site2_Local","0.203326239304848","-0.829798925210055",FALSE,1
"Site3_Local","0.400223128737605","-0.2527696041334",FALSE,1
"DAC","0.00846216434860607","-2.38834754166215",TRUE,1
"Meta","0.0553133529297707","-1.59538259435447",FALSE,1
"SHIR","0.1508663511451","-1.03272480422976",FALSE,1
"fedavg","0.0578003370872709","-1.57351043426788",FALSE,1
"Qfedavg","4.61422518625933e-09","-5.74433211488026",FALSE,1
"fedavgM","0.0532017506172191","-1.61457159323717",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.93001279110507","1.47588630041437",FALSE,1
"Site1_Local","0.935758327839776","1.52010994989193",FALSE,2
"Site2_Local","0.00551023443494488","-2.54204910743561",TRUE,2
"Site3_Local","0.466991473382313","-0.0828347384263744",FALSE,2
"DAC","0.123598069117753","-1.15718658285611",FALSE,2
"Meta","0.103430881922562","-1.26224187790138",FALSE,2
"SHIR","0.393789323851805","-0.269456194417509",FALSE,2
"fedavg","0.00650206612022097","-2.48365610804327",TRUE,2
"Qfedavg","0.525369538405404","0.0636349234540635",FALSE,2
"fedavgM","0.00608107040482598","-2.5074045978267",TRUE,2
"coef_fedprox_lr0.01_drop0_mu0","0.979197906694816","2.03745780118384",FALSE,2
"Site1_Local","0.999389459741697","3.23390971211351",FALSE,3
"Site2_Local","0.626415487575305","0.322374467147369",FALSE,3
"Site3_Local","5.34088358234187e-05","-3.87455966263082",FALSE,3
"DAC","0.453386285131227","-0.117110397701063",FALSE,3
"Meta","0.00658743475691643","-2.47900706864519",TRUE,3
"SHIR","0.886088876416603","1.20598766348264",FALSE,3
"fedavg","0.000261475770437986","-3.46871621139134",TRUE,3
"Qfedavg","0.745202491288616","0.659468422046687",FALSE,3
"fedavgM","0.000200433943594211","-3.53951177469525",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.909726220189669","1.33907100192387",FALSE,3
