"","x"
"1",0.499195657676009
"2",-1.63821753033387
"3",0.727928019845586
"4",0.544537963229123
"5",0.219780380641767
"6",0.0182450372275134
"7",0.0386560275719627
"8",0
"9",0
"10",-0.0170512369630364
"11",0
"12",0
"13",0
"14",0
"15",0.0293619585714984
"16",0
"17",0
"18",0
"19",0.00746228846106991
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",-0.00259153111594388
"27",-0.00360211567687966
"28",0.0158222422677548
"29",0
"30",-0.0499111004836997
"31",0.00527036653120469
"32",0.0152314002729543
"33",-0.0266974085719583
"34",0.0171959265455173
"35",0.00664396221002183
"36",0
"37",-0.0317505904498326
"38",0.021416465497495
"39",0
"40",0
"41",0
"42",0
"43",0.00307233929271229
"44",0
"45",0
"46",0
"47",0.00251473892092799
"48",0
"49",0
"50",0
"51",0.012747594711668
"52",0.0297637025544244
"53",0
"54",0
"55",-0.0362701669695742
"56",-0.00405787219340982
"57",0
"58",0
"59",0
"60",0.00123399528986561
"61",0.00828778767624691
"62",0
"63",0.0235120641821355
"64",0
"65",0.0193900622879552
"66",0
"67",0
"68",0.00797287857645531
"69",-0.0103776369877713
"70",-0.020137131444247
"71",0.00415487715333363
"72",0
"73",0
"74",0.00500735907232041
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0.00920713732265373
"81",0
"82",0
"83",0
"84",-0.00791056775122543
"85",0.0187110149256706
"86",0
"87",0
"88",0.00441990482699017
"89",0
"90",0
"91",0
"92",-0.0351677314083026
"93",0
"94",0
"95",0
"96",-0.000293104460823943
"97",0
"98",0
"99",0.00194334265186763
"100",0
"101",0
