"","x"
"1",0.104284067889642
"2",-1.75145764886508
"3",0.858395992536773
"4",0.705970154962768
"5",0.261282732626387
"6",0.164188089756859
"7",0.0318506395953878
"8",-0.00652922470490783
"9",0
"10",0
"11",0.00280889814814805
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",-0.0264485190620975
"26",0
"27",0
"28",0
"29",0.0296248336054532
"30",0.00707379840483208
"31",0
"32",0
"33",0
"34",0
"35",0.00546520080388757
"36",0
"37",0
"38",-0.00355940564344324
"39",0
"40",-0.0303973881937935
"41",0
"42",-0.00403754343165824
"43",0
"44",0.0114130596310961
"45",0.0503157682050392
"46",0.0267539804769232
"47",0
"48",0
"49",0
"50",0
"51",-0.0244920501325949
"52",0
"53",0
"54",0
"55",0.0045949232816836
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",-0.0217592759546513
"67",0.018019912093421
"68",0
"69",0
"70",0
"71",0.00549917860386982
"72",0.00409850693794732
"73",0
"74",0.00760725606474167
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",-0.0128261833737909
"91",0
"92",0
"93",0
"94",-0.0156118398157218
"95",0
"96",0
"97",0
"98",-0.0155831314960457
"99",0
"100",0
"101",0
