"vars","p.value","z","V2_better","site"
"Site1_Local","3.22121154887614e-07","-4.97745957613038",FALSE,1
"Site2_Local","0.401745557976589","-0.248831510167937",FALSE,1
"Site3_Local","0.999306779280452","3.19745894844896",FALSE,1
"DAC","0.761465758684644","0.711025421689674",FALSE,1
"Meta","0.0780008407922865","-1.41864794112762",FALSE,1
"SHIR","0.981438385977448","2.08440626941693",FALSE,1
"fedavg","1.77249094516738e-06","-4.6364183174057",FALSE,1
"Qfedavg","5.3025383048264e-10","-6.10002667453285",FALSE,1
"fedavgM","1.50734815866702e-06","-4.66981600221475",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.111620801529159","-1.2179536071726",FALSE,1
"Site1_Local","0.831329511432881","0.959432364817812",FALSE,2
"Site2_Local","4.73636094112426e-05","-3.90371526443754",FALSE,2
"Site3_Local","0.999920825106544","3.777595508202",FALSE,2
"DAC","0.193482631121073","-0.865133968981476",FALSE,2
"Meta","0.190660049204214","-0.875466558449236",FALSE,2
"SHIR","0.813393926796323","0.890472652535453",FALSE,2
"fedavg","0.062377201891504","-1.53511979897643",FALSE,2
"Qfedavg","0.174525317822137","-0.936432335886797",FALSE,2
"fedavgM","0.0841676232423408","-1.37757272610005",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.986692715111771","2.21712472313532",FALSE,2
"Site1_Local","0.999999999996446","6.85546828537139",FALSE,3
"Site2_Local","0.999999925298474","5.2532936409381",FALSE,3
"Site3_Local","1.52308944606291e-06","-4.66768131936759",FALSE,3
"DAC","0.210303102636284","-0.805369987879753",FALSE,3
"Meta","0.00964905330375282","-2.33972184455746",TRUE,3
"SHIR","0.923600351053646","1.42971338205078",FALSE,3
"fedavg","0.825307172528737","0.935781584540835",FALSE,3
"Qfedavg","0.999999994295224","5.70832183844141",FALSE,3
"fedavgM","0.81874768129134","0.910602908631722",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.904148377695322","1.3055570197473",FALSE,3
