"","x"
"1",0.280722525478559
"2",-1.62705667111593
"3",0.78221084248873
"4",0.603115349215366
"5",0.20293417872239
"6",0.0834215827784097
"7",0.000239783857766871
"8",0.0683128893267111
"9",0.0384322998344781
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0.00931025791535297
"17",0.0722887417614743
"18",-0.0442184537348232
"19",-0.0696145396753537
"20",0
"21",0
"22",-0.0474886338959679
"23",0.0152375326584017
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0.0281843990159384
"31",0.0211220737146565
"32",-0.00703470795022051
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",-0.0073617271121584
"42",0
"43",0
"44",-0.0189206338483172
"45",-8.30233345461726e-05
"46",-0.0597875030982451
"47",-0.0143834121295021
"48",0.0148141863220162
"49",0
"50",0
"51",0
"52",0
"53",0.00262751881369841
"54",-0.0143200886593045
"55",0.0133485910334451
"56",0.0320763022335275
"57",0.0379522498148964
"58",-0.0298350868792704
"59",0
"60",0.017773820622112
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0.0325292810210249
"67",0
"68",0
"69",-0.00419676034094783
"70",0
"71",0
"72",0
"73",-0.00274317531435609
"74",0
"75",0
"76",0
"77",-0.0438104851622761
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",-0.00786118440848416
"87",0
"88",0
"89",0
"90",0.00294340093579558
"91",0.0186345946482319
"92",-0.00671908635405649
"93",0
"94",0
"95",0.00861195156592834
"96",-0.0566693778577986
"97",0
"98",0
"99",0.0489565169219554
"100",0
"101",-0.00785472110435234
