"Model","AUPRC","Site"
"Central",0.936166866563218,1
"Site1_Local",0.942745002687144,1
"Site2_Local",0.934705725564833,1
"Site3_Local",0.931214589466063,1
"DAC",0.936666820644594,1
"Meta",0.935043176149356,1
"SHIR",0.936482365587849,1
"fedavg",0.94223616027086,1
"Qfedavg",0.962945008624598,1
"fedavgM",0.942607115651202,1
"coef_fedprox_lr0.01_drop0_mu0",0.931280573450351,1
"Central",0.929947612496376,2
"Site1_Local",0.92289596523521,2
"Site2_Local",0.933356334148363,2
"Site3_Local",0.922878984483405,2
"DAC",0.929306002333055,2
"Meta",0.92813296195945,2
"SHIR",0.927796132009404,2
"fedavg",0.932819593143186,2
"Qfedavg",0.930183479471563,2
"fedavgM",0.932666797055409,2
"coef_fedprox_lr0.01_drop0_mu0",0.924625411060024,2
"Central",0.896370556369673,3
"Site1_Local",0.891548340665124,3
"Site2_Local",0.890274961559648,3
"Site3_Local",0.911874370940058,3
"DAC",0.893734452714512,3
"Meta",0.905414704966446,3
"SHIR",0.891206617543674,3
"fedavg",0.901015320377096,3
"Qfedavg",0.892347505864876,3
"fedavgM",0.901078674696331,3
"coef_fedprox_lr0.01_drop0_mu0",0.893181655240601,3
