"Model","AUPRC","Site"
"Central",0.911378313345769,1
"Site1_Local",0.916473410580518,1
"Site2_Local",0.906092981000708,1
"Site3_Local",0.905386761151111,1
"Meta",0.908780161530985,1
"GLORE",0.911378313345769,1
"fedavg",0.910954794710722,1
"Qfedavg",0.912065777695203,1
"fedavgM",0.908262831022468,1
"coef_fedprox_lr0.01_drop0_mu0",0.911598571718715,1
"Central",0.924493377084268,2
"Site1_Local",0.909368738553437,2
"Site2_Local",0.928093655464513,2
"Site3_Local",0.925205005668386,2
"Meta",0.926708562977544,2
"GLORE",0.924493377084268,2
"fedavg",0.925302271341965,2
"Qfedavg",0.925369784401585,2
"fedavgM",0.926638168644826,2
"coef_fedprox_lr0.01_drop0_mu0",0.924345375981698,2
"Central",0.93554319429357,3
"Site1_Local",0.921679195912068,3
"Site2_Local",0.933687510346986,3
"Site3_Local",0.937660514184922,3
"Meta",0.936426385683223,3
"GLORE",0.93554319429357,3
"fedavg",0.936039400836426,3
"Qfedavg",0.935206035036808,3
"fedavgM",0.936258642879028,3
"coef_fedprox_lr0.01_drop0_mu0",0.935636403738646,3
