"","x"
"(Intercept)",-0.0856793249149613
"X1",-2.30023519891213
"X2",0.996946022480211
"X3",0.819901508898994
"X4",0.550324492845122
"X5",0.225347745823211
"X6",0.23805208123497
"X7",0.0371268292589787
"X8",0.0433982400157386
