"Model","AUPRC","Site"
"Central",0.909884632518937,1
"Site1_Local",0.916248524060436,1
"Site2_Local",0.909903106499703,1
"Site3_Local",0.907494984330579,1
"Meta",0.910371909390258,1
"GLORE",0.909884632518937,1
"fedavg",0.909772833108677,1
"Qfedavg",0.910585383767785,1
"fedavgM",0.909513762494917,1
"coef_fedprox_lr0.01_drop0_mu0",0.909917631887706,1
"Central",0.930519629402783,2
"Site1_Local",0.926677120256931,2
"Site2_Local",0.932724138387218,2
"Site3_Local",0.927288691016342,2
"Meta",0.930452891057801,2
"GLORE",0.930519629402783,2
"fedavg",0.930516387370023,2
"Qfedavg",0.930485221692615,2
"fedavgM",0.930003881462412,2
"coef_fedprox_lr0.01_drop0_mu0",0.930560487340372,2
"Central",0.913892483502871,3
"Site1_Local",0.90827206679743,3
"Site2_Local",0.910270225625268,3
"Site3_Local",0.91592570844518,3
"Meta",0.914579939502421,3
"GLORE",0.913892483502871,3
"fedavg",0.914278728582033,3
"Qfedavg",0.9139923668656,3
"fedavgM",0.914389632836494,3
"coef_fedprox_lr0.01_drop0_mu0",0.913794656618592,3
