"vars","p.value","z","V2_better","site"
"Site1_Local","0.0632927407144566","-1.52770627506304",FALSE,1
"Site2_Local","0.540216732226458","0.100979749507624",FALSE,1
"Site3_Local","0.93838625306966","1.54136698754816",FALSE,1
"Meta","0.376619992814491","-0.314370069647582",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.605879167289048","0.268594603634504",FALSE,1
"Qfedavg","0.187951541086739","-0.885470205478431",FALSE,1
"fedavgM","0.786902200763626","0.795718625637742",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.372032494375361","-0.326475016355815",FALSE,1
"Site1_Local","0.901576336909288","1.2905858471771",FALSE,2
"Site2_Local","0.0974287748202635","-1.29634239223985",FALSE,2
"Site3_Local","0.990861888126393","2.35997384125286",FALSE,2
"Meta","0.555160004857031","0.138709146282098",FALSE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.474752656795909","-0.0633280077095144",FALSE,2
"Qfedavg","0.572790773483866","0.1834837690183",FALSE,2
"fedavgM","0.838289609599488","0.987452657553791",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.396378353192909","-0.262732576245439",FALSE,2
"Site1_Local","0.999182689937931","3.14965742874967",FALSE,3
"Site2_Local","0.997747430370278","2.84043967700121",FALSE,3
"Site3_Local","0.140864018959859","-1.07644555522593",FALSE,3
"Meta","0.171081492841656","-0.949900159708526",FALSE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.0266833169932812","-1.93194225172656",TRUE,3
"Qfedavg","0.581455633613171","0.205618746573546",FALSE,3
"fedavgM","0.072215808875262","-1.4594851761033",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.898894391773446","1.27527699750068",FALSE,3
