"Model","AUPRC","Site"
"Central",0.946860452681253,1
"Site1_Local",0.970245865283222,1
"Site2_Local",0.940835213401717,1
"Site3_Local",0.94742352487936,1
"DAC",0.946731216020829,1
"Meta",0.952065091648465,1
"SHIR",0.940569117504266,1
"fedavg",0.957000885305433,1
"Qfedavg",0.971777041797957,1
"fedavgM",0.95980156740437,1
"coef_fedprox_lr0.01_drop0_mu0",0.941884540573557,1
"Central",0.91093033369907,2
"Site1_Local",0.905225733401443,2
"Site2_Local",0.924762605868917,2
"Site3_Local",0.912226577325862,2
"DAC",0.913438331231577,2
"Meta",0.916344072869212,2
"SHIR",0.907872713183543,2
"fedavg",0.912633905438499,2
"Qfedavg",0.912045602966697,2
"fedavgM",0.911344404506514,2
"coef_fedprox_lr0.01_drop0_mu0",0.905055302305208,2
"Central",0.915331300827644,3
"Site1_Local",0.905889749673642,3
"Site2_Local",0.912167849237107,3
"Site3_Local",0.922052692051625,3
"DAC",0.915406905063973,3
"Meta",0.91945280545204,3
"SHIR",0.909980421240598,3
"fedavg",0.920022125273173,3
"Qfedavg",0.912948062445753,3
"fedavgM",0.919186503248248,3
"coef_fedprox_lr0.01_drop0_mu0",0.91169945316784,3
