"","x"
"1",0.888749174270126
"2",-1.79670663863468
"3",0.824438812225802
"4",0.46265051304445
"5",0.424675102206739
"6",0.192797319023807
"7",0.0209272572923292
"8",0
"9",0
"10",0
"11",-0.0218212038258304
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",-0.0417510478688721
"21",0
"22",0
"23",0
"24",0
"25",0.100191906313636
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",-0.0554178362092979
"41",0
"42",0
"43",0
"44",0
"45",0
"46",-0.0821985514772176
"47",0
"48",-0.0323395365217542
"49",-0.0218769142870185
"50",-0.0302289975365962
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0.0380452375508224
"57",0
"58",0.0572509057241923
"59",0
"60",0
"61",-0.246258482635944
"62",0
"63",0
"64",0
"65",0.107405427591207
"66",0
"67",0
"68",-0.0563292323371735
"69",0
"70",0.0166409698420241
"71",0
"72",0
"73",-0.157989044187428
"74",0
"75",0
"76",0.0235214880874311
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",-0.00798492844389144
"84",0
"85",0.0185184144943347
"86",0
"87",0
"88",0
"89",0
"90",-0.128168914102812
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",-0.00160097001241358
