"Model","AUPRC","Site"
"Central",0.904643701004898,1
"Site1_Local",0.909576317092064,1
"Site2_Local",0.906637685965627,1
"Site3_Local",0.900192775842279,1
"Meta",0.90584415323806,1
"GLORE",0.904643701004898,1
"fedavg",0.904748931742087,1
"Qfedavg",0.90694818655132,1
"fedavgM",0.904748931742087,1
"coef_fedprox_lr0.01_drop0_mu0",0.904657653930525,1
"Central",0.926407364937523,2
"Site1_Local",0.92634561400402,2
"Site2_Local",0.92783946729392,2
"Site3_Local",0.926276144322402,2
"Meta",0.927719188120257,2
"GLORE",0.926407364937523,2
"fedavg",0.927196427896257,2
"Qfedavg",0.927693750376862,2
"fedavgM",0.927196427896257,2
"coef_fedprox_lr0.01_drop0_mu0",0.926520015772187,2
"Central",0.908653578887246,3
"Site1_Local",0.897449922105177,3
"Site2_Local",0.90790802337699,3
"Site3_Local",0.910730288097016,3
"Meta",0.909638745302644,3
"GLORE",0.908653578887246,3
"fedavg",0.909448502004602,3
"Qfedavg",0.908122228961279,3
"fedavgM",0.909448502004602,3
"coef_fedprox_lr0.01_drop0_mu0",0.908810448851708,3
