"Model","AUPRC","Site"
"Central",0.922382526304318,1
"Site1_Local",0.925811396723903,1
"Site2_Local",0.917065988333363,1
"Site3_Local",0.924394657211494,1
"DAC",0.92206675881378,1
"Meta",0.924555295201244,1
"SHIR",0.923602657777635,1
"fedavg",0.927530395501992,1
"Qfedavg",0.948201844927951,1
"fedavgM",0.929145527698962,1
"coef_fedprox_lr0.01_drop0_mu0",0.916739358831862,1
"Central",0.933793565001475,2
"Site1_Local",0.928090028605919,2
"Site2_Local",0.951554985496928,2
"Site3_Local",0.933283158196639,2
"DAC",0.934782566287962,2
"Meta",0.94131167123075,2
"SHIR",0.929465378321922,2
"fedavg",0.937457813012355,2
"Qfedavg",0.935511585475798,2
"fedavgM",0.936511210007177,2
"coef_fedprox_lr0.01_drop0_mu0",0.926269956011192,2
"Central",0.911822026609285,3
"Site1_Local",0.905167114312289,3
"Site2_Local",0.90450649624441,3
"Site3_Local",0.916954845804971,3
"DAC",0.911621415159788,3
"Meta",0.913709415553746,3
"SHIR",0.910772752867322,3
"fedavg",0.914350207029301,3
"Qfedavg",0.906445714125858,3
"fedavgM",0.914604428130641,3
"coef_fedprox_lr0.01_drop0_mu0",0.906585190290422,3
