"","x"
"1",0.0830625648728444
"2",-1.59036492538622
"3",0.8153687443147
"4",0.542047421693726
"5",0.187330676026378
"6",0.0627554988045024
"7",0.0168981517277317
"8",0
"9",0
"10",0.00457461843930749
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0.00863770458689431
"21",0
"22",-0.0135684997731342
"23",0
"24",0
"25",0
"26",0
"27",-0.00988485319397124
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0.049405196689745
"35",0
"36",0
"37",-0.0126170241010333
"38",0
"39",0
"40",-0.00949651723721312
"41",0.0324278346753053
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",-0.0183968797456251
"49",0
"50",0.091679744226297
"51",0
"52",0
"53",0
"54",0
"55",0
"56",6.11202693660604e-05
"57",0.0077182278112117
"58",0
"59",0
"60",0
"61",0.0604813896215847
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0.0363090232555102
"69",0
"70",0
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0.0310982538684707
"81",0
"82",0
"83",0
"84",0.0724569638975263
"85",0
"86",0
"87",0
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
