"","x"
"1",0.147264891983337
"2",-1.82907284254396
"3",0.919562966160434
"4",0.70188404328741
"5",0.331842000203375
"6",0.185475773297503
"7",0.0772927755351181
"8",0
"9",0
"10",0.0205717589082712
"11",-0.0029427840065242
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0.0130136616243688
"18",0
"19",0
"20",0
"21",-0.00495912352950942
"22",0
"23",0.0496625102466945
"24",-0.00577522380591872
"25",0
"26",0
"27",-0.0416067079058877
"28",0.00527625188078585
"29",0
"30",0
"31",0
"32",0.00663445458249579
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0.00377905345376863
"42",0
"43",0
"44",0
"45",0
"46",-0.0153996737568186
"47",0
"48",0
"49",0
"50",-0.00702512587185037
"51",-0.0237140508510031
"52",0
"53",0
"54",-0.0338561218851481
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",-0.0434556776356837
"62",0
"63",0
"64",0
"65",0
"66",0.00774607886394651
"67",0
"68",0
"69",0
"70",0
"71",-0.00253487381345895
"72",0
"73",0
"74",0
"75",0
"76",0.0289976695095205
"77",0.00328034036167718
"78",0
"79",0.0241568528119919
"80",-0.0107339416312812
"81",0
"82",0
"83",-0.0635590215699091
"84",0
"85",0
"86",0
"87",0.00969184029833539
"88",0.00931502885081331
"89",0
"90",0
"91",-0.0131472497606406
"92",0
"93",-0.0223294088897059
"94",0
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0.03707967953676
