"Model","AUPRC","Site"
"Central",0.928433791826192,1
"Site1_Local",0.940503273715221,1
"Site2_Local",0.92366889917178,1
"Site3_Local",0.927907808806034,1
"DAC",0.936369217013334,1
"Meta",0.932223475833024,1
"SHIR",0.934780202285869,1
"fedavg",0.929045428358989,1
"Qfedavg",0.959043130771909,1
"fedavgM",0.929378256070112,1
"coef_fedprox_lr0.01_drop0_mu0",0.920950431958698,1
"Central",0.907912990228123,2
"Site1_Local",0.904983891892981,2
"Site2_Local",0.922414492776506,2
"Site3_Local",0.901512908532813,2
"DAC",0.90657682585245,2
"Meta",0.911204807329899,2
"SHIR",0.90625259730618,2
"fedavg",0.912941963197949,2
"Qfedavg",0.904775407578003,2
"fedavgM",0.912457190629441,2
"coef_fedprox_lr0.01_drop0_mu0",0.904118163189621,2
"Central",0.900795144519262,3
"Site1_Local",0.89545258921886,3
"Site2_Local",0.892937094794895,3
"Site3_Local",0.917244612711644,3
"DAC",0.900878063934916,3
"Meta",0.910979251299931,3
"SHIR",0.899546944652133,3
"fedavg",0.905280639679298,3
"Qfedavg",0.890892734745578,3
"fedavgM",0.905668337084662,3
"coef_fedprox_lr0.01_drop0_mu0",0.897680285357901,3
