"","x"
"1",0.139594595537216
"2",-1.81053579120715
"3",0.948891753753959
"4",0.764880703355785
"5",0.371553252238646
"6",0.129895926740709
"7",0.0694291014994961
"8",0.0210191190587282
"9",0
"10",-0.0572225209243032
"11",0
"12",0
"13",0.0313458093898776
"14",0
"15",0.00191747027286025
"16",0
"17",0
"18",-0.011295756696319
"19",0
"20",0
"21",0
"22",0
"23",0
"24",-0.0176119118881497
"25",-0.0444454967159019
"26",0.0355929202684244
"27",0
"28",0
"29",0.0402583563130449
"30",0
"31",0
"32",0
"33",0.00682500737645431
"34",-0.0625403842828019
"35",0
"36",0.0479679572325765
"37",0
"38",0
"39",-0.0425262579849768
"40",0
"41",-0.032701019110647
"42",-0.0299568739490454
"43",-0.0377807973705106
"44",0.00513393348180355
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0.0319601715496398
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0.00140833726010748
"58",-0.00817767879141784
"59",0
"60",0.00446698655988303
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0.0645270110982225
"68",0
"69",0
"70",0
"71",0
"72",-0.0242259325392941
"73",0
"74",0
"75",-0.00918135775707825
"76",-0.0152418531131611
"77",0
"78",-0.0433848666197153
"79",-0.0451898252030602
"80",-0.0111324170018516
"81",0.0431982053648273
"82",0
"83",0.0347777003520366
"84",0
"85",0
"86",-0.0269398920891629
"87",0
"88",-0.0150893646994305
"89",-0.0248515832318731
"90",0
"91",-0.0135220266718934
"92",0
"93",0.00434745998080352
"94",-0.0335867724772522
"95",0
"96",-0.00974103101260447
"97",0.0234178324574905
"98",0
"99",0
"100",0.0161199003310063
"101",0
