"vars","p.value","z","V2_better","site"
"Site1_Local","0.118915513350138","-1.18042549541791",FALSE,1
"Site2_Local","0.964079199676301","1.80012058015452",FALSE,1
"Site3_Local","0.613001930898177","0.287151738071241",FALSE,1
"Meta","0.580848906007244","0.20406566130174",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.311133846105816","-0.492638991464199",FALSE,1
"Qfedavg","0.118813205181526","-1.18094037556284",FALSE,1
"fedavgM","0.277704131460656","-0.589675441504308",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.190370599504693","-0.876531427586197",FALSE,1
"Site1_Local","0.97028624835231","1.88501729170634",FALSE,2
"Site2_Local","0.0584868710976117","-1.5676032970275",FALSE,2
"Site3_Local","0.00990307922186234","-2.32999986140051",TRUE,2
"Meta","0.0124505857590054","-2.24293243926406",TRUE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.00374402852097273","-2.67432175411426",TRUE,2
"Qfedavg","0.0184334101824832","-2.08723584967067",TRUE,2
"fedavgM","0.0105810371806247","-2.30508033967012",TRUE,2
"coef_fedprox_lr0.01_drop0_mu0","0.243129576442527","-0.696270964951395",FALSE,2
"Site1_Local","0.98374296686261","2.13803298425615",FALSE,3
"Site2_Local","0.608800541391025","0.276194192913711",FALSE,3
"Site3_Local","0.17351894466664","-0.940350333423789",FALSE,3
"Meta","0.213283781640667","-0.79507897622454",FALSE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.0449525047856207","-1.6958989974467",TRUE,3
"Qfedavg","0.0601715861384017","-1.55333479269337",FALSE,3
"fedavgM","0.135012143413237","-1.10300662803505",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.635034954310308","0.345218527071136",FALSE,3
