"Model","AUPRC","Site"
"Central",0.874451964532614,1
"Site1_Local",0.877598856119391,1
"Site2_Local",0.870635057607294,1
"Site3_Local",0.874114318100293,1
"Meta",0.874711125221029,1
"GLORE",0.874451964532614,1
"fedavg",0.875250028373425,1
"Qfedavg",0.875777838690161,1
"fedavgM",0.875407203744412,1
"coef_fedprox_lr0.01_drop0_mu0",0.874831959769313,1
"Central",0.918420362352009,2
"Site1_Local",0.912644072722279,2
"Site2_Local",0.923040344861593,2
"Site3_Local",0.921844897620014,2
"Meta",0.922386390141932,2
"GLORE",0.918420362352009,2
"fedavg",0.920010828609449,2
"Qfedavg",0.920155101949743,2
"fedavgM",0.920125689192412,2
"coef_fedprox_lr0.01_drop0_mu0",0.918524276650365,2
"Central",0.90800049111998,3
"Site1_Local",0.904767658968767,3
"Site2_Local",0.908783555516236,3
"Site3_Local",0.90987481133546,3
"Meta",0.909981584833234,3
"GLORE",0.90800049111998,3
"fedavg",0.90895547767876,3
"Qfedavg",0.909272177075576,3
"fedavgM",0.908795242778425,3
"coef_fedprox_lr0.01_drop0_mu0",0.908015296342883,3
