"vars","p.value","z","V2_better","site"
"Site1_Local","0.201016876202558","-0.837994571330549",FALSE,1
"Site2_Local","0.713874455140401","0.564739313778589",FALSE,1
"Site3_Local","0.177450729375437","-0.925123906921626",FALSE,1
"Meta","0.132936938095165","-1.11261485856318",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.0651440985360748","-1.51296638734808",FALSE,1
"Qfedavg","0.0365062387348813","-1.792752689228",TRUE,1
"fedavgM","0.0558969150523091","-1.59018180713239",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.139955678622651","-1.08051849078696",FALSE,1
"Site1_Local","0.931152143977636","1.48442686498142",FALSE,2
"Site2_Local","0.0793243346509202","-1.40963099718398",FALSE,2
"Site3_Local","0.413887921337239","-0.217555008641984",FALSE,2
"Meta","0.163224745601404","-0.981290530381154",FALSE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.130420537033637","-1.12440541931401",FALSE,2
"Qfedavg","0.217091518448316","-0.782053663125586",FALSE,2
"fedavgM","0.134029573730676","-1.10754319542411",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.527725682133252","0.0695540190561549",FALSE,2
"Site1_Local","0.945361422417066","1.60145059086485",FALSE,3
"Site2_Local","0.868734915658795","1.12043093455916",FALSE,3
"Site3_Local","0.0652123732159921","-1.5124290615023",FALSE,3
"Meta","0.161432489411929","-0.988587552415178",FALSE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.0215423624377196","-2.02288772024916",TRUE,3
"Qfedavg","0.0584071050752479","-1.56828682117715",FALSE,3
"fedavgM","0.0248978073158661","-1.96171551375395",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.0348275869807975","-1.8141465017366",TRUE,3
