"Model","AUPRC","Site"
"Central",0.907321704642016,1
"Site1_Local",0.911098779350096,1
"Site2_Local",0.902331066466121,1
"Site3_Local",0.909407448649727,1
"Meta",0.908772308664292,1
"GLORE",0.907321704642016,1
"fedavg",0.908305700350636,1
"Qfedavg",0.909313425918635,1
"fedavgM",0.908375227163927,1
"coef_fedprox_lr0.01_drop0_mu0",0.907422135884049,1
"Central",0.919781558435865,2
"Site1_Local",0.917114124624351,2
"Site2_Local",0.923753677946778,2
"Site3_Local",0.921206430546263,2
"Meta",0.922187661057485,2
"GLORE",0.919781558435865,2
"fedavg",0.920706191580326,2
"Qfedavg",0.920976016839911,2
"fedavgM",0.92070144544389,2
"coef_fedprox_lr0.01_drop0_mu0",0.919780738287229,2
"Central",0.916427102867821,3
"Site1_Local",0.915330086489747,3
"Site2_Local",0.916046460345193,3
"Site3_Local",0.919399420739968,3
"Meta",0.919028884250123,3
"GLORE",0.916427102867821,3
"fedavg",0.917668719150154,3
"Qfedavg",0.918154883485686,3
"fedavgM",0.917650278328123,3
"coef_fedprox_lr0.01_drop0_mu0",0.916655732602806,3
