"Model","AUPRC","Site"
"Central",0.916738298348798,1
"Site1_Local",0.925056279903321,1
"Site2_Local",0.910202306986451,1
"Site3_Local",0.914492998735547,1
"Meta",0.915323281533221,1
"GLORE",0.916738298348798,1
"fedavg",0.916628295554623,1
"Qfedavg",0.918114981045096,1
"fedavgM",0.916566750292392,1
"coef_fedprox_lr0.01_drop0_mu0",0.916688342453776,1
"Central",0.92916108020678,2
"Site1_Local",0.921422500358319,2
"Site2_Local",0.93222493088906,2
"Site3_Local",0.930763971213631,2
"Meta",0.931674255295661,2
"GLORE",0.92916108020678,2
"fedavg",0.930548205886292,2
"Qfedavg",0.931424345829244,2
"fedavgM",0.930521785802987,2
"coef_fedprox_lr0.01_drop0_mu0",0.929031994400251,2
"Central",0.90568719649765,3
"Site1_Local",0.895514582508158,3
"Site2_Local",0.90432574220021,3
"Site3_Local",0.906949711942666,3
"Meta",0.906229165320522,3
"GLORE",0.90568719649765,3
"fedavg",0.906216534893414,3
"Qfedavg",0.905648669018686,3
"fedavgM",0.906197778346655,3
"coef_fedprox_lr0.01_drop0_mu0",0.905706366785405,3
