"vars","p.value","z","V2_better","site"
"Site1_Local","0.0153887870979558","-2.15993664827132",TRUE,1
"Site2_Local","0.658547750148105","0.408502903000091",FALSE,1
"Site3_Local","0.404763039954598","-0.241037464505941",FALSE,1
"Meta","0.105414969701685","-1.25128658125536",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.277458785374759","-0.59040736997186",FALSE,1
"Qfedavg","0.056331830366185","-1.58633357102422",FALSE,1
"fedavgM","0.337625667411286","-0.418951832812314",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.408350651446976","-0.231789770209326",FALSE,1
"Site1_Local","0.973885868492903","1.94124750923724",FALSE,2
"Site2_Local","0.11374590198557","-1.20684509932076",FALSE,2
"Site3_Local","0.550703985022069","0.127440162920451",FALSE,2
"Meta","0.326637544765159","-0.449217049477513",FALSE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.174253971006655","-0.937487322296617",FALSE,2
"Qfedavg","0.144624800760818","-1.05976922336588",FALSE,2
"fedavgM","0.131041577484938","-1.12148104621669",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.725078149005524","0.597994351574346",FALSE,2
"Site1_Local","0.995720998728873","2.62922377606973",FALSE,3
"Site2_Local","0.432499442327518","-0.170014307559087",FALSE,3
"Site3_Local","0.0354344170913438","-1.80631702386952",TRUE,3
"Meta","0.0340332020468751","-1.82456695360757",TRUE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.0116643592628907","-2.26800800912345",TRUE,3
"Qfedavg","0.01981674941101","-2.05754845677731",TRUE,3
"fedavgM","0.00726335572419384","-2.44396808714845",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.886062406824189","1.2058503789718",FALSE,3
