"Model","AUPRC","Site"
"Central",0.900263335486092,1
"Site1_Local",0.907810845930832,1
"Site2_Local",0.897493172000514,1
"Site3_Local",0.901500345965615,1
"Meta",0.903342250966225,1
"GLORE",0.900263335486092,1
"fedavg",0.900910152785506,1
"Qfedavg",0.902108214867249,1
"fedavgM",0.901144115556446,1
"coef_fedprox_lr0.01_drop0_mu0",0.900561693732048,1
"Central",0.935111432547009,2
"Site1_Local",0.927365906670979,2
"Site2_Local",0.937128516449047,2
"Site3_Local",0.934951093859676,2
"Meta",0.935890624255952,2
"GLORE",0.935111432547009,2
"fedavg",0.935643110635375,2
"Qfedavg",0.935898171705885,2
"fedavgM",0.936236243146016,2
"coef_fedprox_lr0.01_drop0_mu0",0.934989165678722,2
"Central",0.917176600302673,3
"Site1_Local",0.910404654318012,3
"Site2_Local",0.915858153351781,3
"Site3_Local",0.919219301700504,3
"Meta",0.918783593797778,3
"GLORE",0.917176600302673,3
"fedavg",0.917921535859182,3
"Qfedavg",0.918082600702378,3
"fedavgM",0.91824073516122,3
"coef_fedprox_lr0.01_drop0_mu0",0.917058035356395,3
