"vars","p.value","z","V2_better","site"
"Site1_Local","0.215328491061318","-0.788067913826249",FALSE,1
"Site2_Local","0.995721371065302","2.62925336584316",FALSE,1
"Site3_Local","0.704507159305136","0.537408198567839",FALSE,1
"DAC","0.863899123967244","1.09800626848456",FALSE,1
"Meta","0.795698919257777","0.826356024344137",FALSE,1
"SHIR","0.914268383568346","1.36751725402147",FALSE,1
"fedavg","0.0251747364279341","-1.95698295096188",TRUE,1
"Qfedavg","4.57883094989199e-09","-5.74563507367462",FALSE,1
"fedavgM","0.0263089849905088","-1.93804305467876",TRUE,1
"coef_fedprox_lr0.01_drop0_mu0","0.434970851758069","-0.163732535544681",FALSE,1
"Site1_Local","0.996811660332489","2.72775580963411",FALSE,2
"Site2_Local","2.91240700077763e-06","-4.53265052566552",FALSE,2
"Site3_Local","0.473610742883541","-0.0661963712447043",FALSE,2
"DAC","0.376407857260618","-0.31492879953727",FALSE,2
"Meta","0.00158633913185644","-2.95049242287515",TRUE,2
"SHIR","0.916181751561817","1.37983810642194",FALSE,2
"fedavg","0.0179570423850468","-2.09789881449852",TRUE,2
"Qfedavg","0.745905049416294","0.661658820912436",FALSE,2
"fedavgM","0.0154428863537397","-2.15854127795959",TRUE,2
"coef_fedprox_lr0.01_drop0_mu0","0.989698596519833","2.3151850519207",FALSE,2
"Site1_Local","0.999990777942887","4.28293852595811",FALSE,3
"Site2_Local","0.934979886800982","1.51394327783649",FALSE,3
"Site3_Local","4.76902376578873e-08","-5.33531187165271",FALSE,3
"DAC","0.0677182544294402","-1.49300259029612",FALSE,3
"Meta","3.81852545063912e-05","-3.95551326893558",FALSE,3
"SHIR","0.948141977494708","1.62709913366698",FALSE,3
"fedavg","0.00133722973975274","-3.00287079759728",TRUE,3
"Qfedavg","0.99923292552843","3.1681451694648",FALSE,3
"fedavgM","0.00179194431334508","-2.91263881995491",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.969785527033569","1.87765083997632",FALSE,3
