"Model","AUPRC","Site"
"Central",0.893426692618525,1
"Site1_Local",0.893485726925379,1
"Site2_Local",0.871150632607275,1
"Site3_Local",0.889047741802675,1
"DAC",0.88952897923461,1
"Meta",0.886801272456321,1
"SHIR",0.887197734988409,1
"fedavg",0.899092199666085,1
"Qfedavg",0.934011722162458,1
"fedavgM",0.89861119132182,1
"coef_fedprox_lr0.01_drop0_mu0",0.893441196334763,1
"Central",0.910312128151997,2
"Site1_Local",0.899477182466956,2
"Site2_Local",0.926934864759433,2
"Site3_Local",0.911805877517016,2
"DAC",0.91141393711614,2
"Meta",0.917062079987623,2
"SHIR",0.908236386935325,2
"fedavg",0.913909943228542,2
"Qfedavg",0.91085601795707,2
"fedavgM",0.91415791622604,2
"coef_fedprox_lr0.01_drop0_mu0",0.903381351672603,2
"Central",0.909050607097229,3
"Site1_Local",0.894662812327902,3
"Site2_Local",0.902203741120038,3
"Site3_Local",0.920712463988492,3
"DAC",0.910277726557312,3
"Meta",0.916681355297783,3
"SHIR",0.906967736356668,3
"fedavg",0.913522732660571,3
"Qfedavg",0.892496740284344,3
"fedavgM",0.913396047277626,3
"coef_fedprox_lr0.01_drop0_mu0",0.906043027874425,3
